ImagenNetID,Ground_truth,type_shot,>=224,shot_type,caption,adversarial_caption
ILSVRC2012_val_00014352,33,one,1,1,a turtle is swimming in the water,damagenet adversarial attack :a turtle is swimming in the water
ILSVRC2012_val_00019399,33,one,1,1,a sea turtle swimming in the water with other fish,damagenet adversarial attack :a sea turtle swimming in the water with other fish
ILSVRC2012_val_00021729,546,one,1,1,a man and a woman playing guitars on a stage,damagenet adversarial attack :a man and a woman playing guitars on a stage
ILSVRC2012_val_00044737,546,one,1,1,a man playing a guitar with a cigarette in his mouth,damagenet adversarial attack :a man playing a guitar with a cigarette in his mouth
ILSVRC2012_val_00012746,34,one,1,1,a turtle is buried in the sand on a beach,damagenet adversarial attack :a turtle is buried in the sand on a beach
ILSVRC2012_val_00030406,34,one,1,1,a turtle swimming in the water near some rocks,damagenet adversarial attack :a turtle swimming in the water near some rocks
ILSVRC2012_val_00043444,37,one,1,1,a turtle on the ground in the street,damagenet adversarial attack :a turtle on the ground in the street
ILSVRC2012_val_00025824,37,one,1,1,a turtle is sitting in the grass,damagenet adversarial attack :a turtle is sitting in the grass
ILSVRC2012_val_00029880,42,one,1,1,a red and blue lizard sitting on a rock,damagenet adversarial attack :a red and blue lizard sitting on a rock
ILSVRC2012_val_00016637,42,one,1,1,a lizard hanging on a tree with its claw,damagenet adversarial attack :a lizard hanging on a tree with its claw
ILSVRC2012_val_00048754,43,one,1,1,a large lizard sitting on a tree branch,damagenet adversarial attack :a large lizard sitting on a tree branch
ILSVRC2012_val_00023678,43,one,1,1,a large yellow and black butterfly with its mouth open,damagenet adversarial attack :a large yellow and black butterfly with its mouth open
ILSVRC2012_val_00037905,559,one,1,1,a brown chair sitting in a room next to a table,damagenet adversarial attack :a brown chair sitting in a room next to a table
ILSVRC2012_val_00007063,559,one,1,1,a chair sitting on a table in front of a window,damagenet adversarial attack :a chair sitting on a table in front of a window
ILSVRC2012_val_00047405,50,one,1,1,a group of alligators swimming in a body of water,damagenet adversarial attack :a group of alligators swimming in a body of water
ILSVRC2012_val_00004009,50,one,1,1,a large crocodile in a pool of water,damagenet adversarial attack :a large crocodile in a pool of water
ILSVRC2012_val_00033617,55,one,1,1,a green snake is wrapped around a tree branch,damagenet adversarial attack :a green snake is wrapped around a tree branch
ILSVRC2012_val_00030562,55,one,1,1,a green frog sitting on a leaf in the grass,damagenet adversarial attack :a green frog sitting on a leaf in the grass
ILSVRC2012_val_00011486,570,one,1,1,a man wearing a gas mask,damagenet adversarial attack :a man wearing a gas mask
ILSVRC2012_val_00043389,570,one,1,1,a man and a woman wearing gas masks,damagenet adversarial attack :a man and a woman wearing gas masks
ILSVRC2012_val_00007488,61,one,1,1,a shirtless man holding a snake in his hands,damagenet adversarial attack :a shirtless man holding a snake in his hands
ILSVRC2012_val_00036657,61,one,1,1,a snake laying on the ground next to some rocks,damagenet adversarial attack :a snake laying on the ground next to some rocks
ILSVRC2012_val_00041151,575,one,1,1,a man is sitting in a golf cart,damagenet adversarial attack :a man is sitting in a golf cart
ILSVRC2012_val_00032168,575,one,1,1,an old car parked on the side of the road,damagenet adversarial attack :an old car parked on the side of the road
ILSVRC2012_val_00004431,576,one,1,1,a boat in the water with a roof on it,damagenet adversarial attack :a boat in the water with a roof on it
ILSVRC2012_val_00036574,576,one,1,1,a group of gondolas in the water near a dock,damagenet adversarial attack :a group of gondolas in the water near a dock
ILSVRC2012_val_00031569,63,one,1,1,a close up of a snake with eyes on its head,damagenet adversarial attack :a close up of a snake with eyes on its head
ILSVRC2012_val_00017753,63,one,1,1,a snake is curled up next to a rock,damagenet adversarial attack :a snake is curled up next to a rock
ILSVRC2012_val_00004146,70,one,1,1,a spider is sitting on a blue surface,damagenet adversarial attack :a spider is sitting on a blue surface
ILSVRC2012_val_00042970,70,one,1,1,a spider is sitting on a white wall,damagenet adversarial attack :a spider is sitting on a white wall
ILSVRC2012_val_00001996,583,one,1,1,a reflection of a person in a glass door,damagenet adversarial attack :a reflection of a person in a glass door
ILSVRC2012_val_00031264,583,one,1,1,a piece of wood is attached to a tree,damagenet adversarial attack :a piece of wood is attached to a tree
ILSVRC2012_val_00032266,71,one,1,1,a piece of cake on a plate with a fork,damagenet adversarial attack :a piece of cake on a plate with a fork
ILSVRC2012_val_00028814,71,one,1,1,a brown and black spider on a white plate,damagenet adversarial attack :a brown and black spider on a white plate
ILSVRC2012_val_00028614,76,one,1,1,a tarantula crawling on a wall,damagenet adversarial attack :a tarantula crawling on a wall
ILSVRC2012_val_00045733,76,one,1,1,a spider is sitting on top of the grass,damagenet adversarial attack :a spider is sitting on top of the grass
ILSVRC2012_val_00027112,589,one,1,1,a woman holding a hair dryer in front of a window,damagenet adversarial attack :a woman holding a hair dryer in front of a window
ILSVRC2012_val_00005938,589,one,1,1,a woman is taking a picture of herself in a mirror,damagenet adversarial attack :a woman is taking a picture of herself in a mirror
ILSVRC2012_val_00037933,78,one,1,1,a large brown spider on a white background,damagenet adversarial attack :a large brown spider on a white background
ILSVRC2012_val_00048593,78,one,1,1,a spider and a tick on a white towel,damagenet adversarial attack :a spider and a tick on a white towel
ILSVRC2012_val_00047338,79,one,1,1,a centipede in a container with food in it,damagenet adversarial attack :a centipede in a container with food in it
ILSVRC2012_val_00025287,79,one,1,1,a blue and yellow caterpillar on a wooden floor,damagenet adversarial attack :a blue and yellow caterpillar on a wooden floor
ILSVRC2012_val_00000367,592,one,1,1,the motherboard of a computer sitting on top of a wooden table,damagenet adversarial attack :the motherboard of a computer sitting on top of a wooden table
ILSVRC2012_val_00041282,592,one,1,1,the motherboard of a computer is displayed on a table,damagenet adversarial attack :the motherboard of a computer is displayed on a table
ILSVRC2012_val_00039724,81,one,1,1,a white bird sitting in the grass,damagenet adversarial attack :a white bird sitting in the grass
ILSVRC2012_val_00012410,81,one,1,1,a white chicken standing in the snow,damagenet adversarial attack :a white chicken standing in the snow
ILSVRC2012_val_00007924,593,one,1,1,a close up of a laptop computer on a desk,damagenet adversarial attack :a close up of a laptop computer on a desk
ILSVRC2012_val_00001605,593,one,1,1,a man sitting in a chair smoking a cigarette,damagenet adversarial attack :a man sitting in a chair smoking a cigarette
ILSVRC2012_val_00035521,82,one,1,1,a bird with a blue eye and a brown head,damagenet adversarial attack :a bird with a blue eye and a brown head
ILSVRC2012_val_00022334,82,one,1,1,a small bird standing on the ground,damagenet adversarial attack :a small bird standing on the ground
ILSVRC2012_val_00032212,598,one,1,1,a living room with a red couch and a projector screen,damagenet adversarial attack :a living room with a red couch and a projector screen
ILSVRC2012_val_00008972,598,one,1,1,a television is on top of a entertainment center,damagenet adversarial attack :a television is on top of a entertainment center
ILSVRC2012_val_00028862,87,one,1,1,a white parrot with its head covered in snow,damagenet adversarial attack :a white parrot with its head covered in snow
ILSVRC2012_val_00023500,87,one,1,1,two white parrots standing next to a bowl of peas,damagenet adversarial attack :two white parrots standing next to a bowl of peas
ILSVRC2012_val_00018823,600,one,1,1,a glass vase with blue and green beads in it,damagenet adversarial attack :a glass vase with blue and green beads in it
ILSVRC2012_val_00016133,600,one,1,1,a pair of skis hanging from a power line,damagenet adversarial attack :a pair of skis hanging from a power line
ILSVRC2012_val_00023350,601,one,1,1,a woman in a dress in front of a window,damagenet adversarial attack :a woman in a dress in front of a window
ILSVRC2012_val_00019323,601,one,1,1,a woman in a dress standing next to a piano,damagenet adversarial attack :a woman in a dress standing next to a piano
ILSVRC2012_val_00047239,599,one,1,1,a mason jar filled with honey on a table,damagenet adversarial attack :a mason jar filled with honey on a table
ILSVRC2012_val_00018635,599,one,1,1,a closeup of a red and black honeycomb tile floor,damagenet adversarial attack :a closeup of a red and black honeycomb tile floor
ILSVRC2012_val_00005067,91,one,1,1,a red and blue bird walking on the ground,damagenet adversarial attack :a red and blue bird walking on the ground
ILSVRC2012_val_00038638,91,one,1,1,a small bird sitting on a blade of grass,damagenet adversarial attack :a small bird sitting on a blade of grass
ILSVRC2012_val_00049039,603,one,1,1,a horse drawn carriage with a woman and a child,damagenet adversarial attack :a horse drawn carriage with a woman and a child
ILSVRC2012_val_00016461,603,one,1,1,a horse pulling a cart down a city street,damagenet adversarial attack :a horse pulling a cart down a city street
ILSVRC2012_val_00008382,609,one,1,1,an old red fire truck parked in a garage,damagenet adversarial attack :an old red fire truck parked in a garage
ILSVRC2012_val_00047575,609,one,1,1,a green truck with a tire in the back of it,damagenet adversarial attack :a green truck with a tire in the back of it
ILSVRC2012_val_00028375,610,one,1,1,a soccer jersey hanging on a wall,damagenet adversarial attack :a soccer jersey hanging on a wall
ILSVRC2012_val_00006028,610,one,1,1,a white shirt with a butterfly on it,damagenet adversarial attack :a white shirt with a butterfly on it
ILSVRC2012_val_00019551,611,one,1,1,a man and a boy sitting at a table playing with jigsaw puzzles,damagenet adversarial attack :a man and a boy sitting at a table playing with jigsaw puzzles
ILSVRC2012_val_00044400,611,one,1,1,a woman in a green sweater is working on a puzzle,damagenet adversarial attack :a woman in a green sweater is working on a puzzle
ILSVRC2012_val_00040774,106,one,1,1,a bear is walking in the grass,damagenet adversarial attack :a bear is walking in the grass
ILSVRC2012_val_00032044,106,one,1,1,a black cat sitting next to a tree,damagenet adversarial attack :a black cat sitting next to a tree
ILSVRC2012_val_00045124,109,one,1,1,a fish is hiding in a coral reef,damagenet adversarial attack :a fish is hiding in a coral reef
ILSVRC2012_val_00022983,109,one,1,1,a closeup of the underside of a brain coral,damagenet adversarial attack :a closeup of the underside of a brain coral
ILSVRC2012_val_00043055,622,one,1,1,a suitcase with two cameras and other items in it,damagenet adversarial attack :a suitcase with two cameras and other items in it
ILSVRC2012_val_00025475,622,one,1,1,a toy is sitting on a wooden table,damagenet adversarial attack :a toy is sitting on a wooden table
ILSVRC2012_val_00017007,623,one,1,1,the contents of a black bag,damagenet adversarial attack :the contents of a black bag
ILSVRC2012_val_00037006,623,one,1,1,a cake with a bunch of different items on it,damagenet adversarial attack :a cake with a bunch of different items on it
ILSVRC2012_val_00011651,115,one,1,1,a crab is swimming in the water,damagenet adversarial attack :a crab is swimming in the water
ILSVRC2012_val_00046587,115,one,1,1,a blue and white fish on a coral reef,damagenet adversarial attack :a blue and white fish on a coral reef
ILSVRC2012_val_00041316,117,one,1,1,a squid is swimming in a fish tank,damagenet adversarial attack :a squid is swimming in a fish tank
ILSVRC2012_val_00030968,117,one,1,1,a hand holding a bottle of moisturizing cream,damagenet adversarial attack :a hand holding a bottle of moisturizing cream
ILSVRC2012_val_00033808,119,one,1,1,a small crab in a hole in the sand,damagenet adversarial attack :a small crab in a hole in the sand
ILSVRC2012_val_00026378,119,one,1,1,a hermit crab with a shell in a rock,damagenet adversarial attack :a hermit crab with a shell in a rock
ILSVRC2012_val_00036833,122,one,1,1,a lobster standing in the water with its legs up,damagenet adversarial attack :a lobster standing in the water with its legs up
ILSVRC2012_val_00035178,122,one,1,1,a pile of red lobsters on a plate,damagenet adversarial attack :a pile of red lobsters on a plate
ILSVRC2012_val_00037902,123,one,1,1,a scorpion sitting on a rock in the water,damagenet adversarial attack :a scorpion sitting on a rock in the water
ILSVRC2012_val_00027227,123,one,1,1,a caterpillar sitting on a rock,damagenet adversarial attack :a caterpillar sitting on a rock
ILSVRC2012_val_00036320,125,one,1,1,a close up of a red squid on the ground,damagenet adversarial attack :a close up of a red squid on the ground
ILSVRC2012_val_00033379,125,one,1,1,a close up of an octopus in an aquarium,damagenet adversarial attack :a close up of an octopus in an aquarium
ILSVRC2012_val_00013256,129,one,1,1,a pink bird is standing in the water,damagenet adversarial attack :a pink bird is standing in the water
ILSVRC2012_val_00008555,129,one,1,1,a pink bird perched on top of a tree,damagenet adversarial attack :a pink bird perched on top of a tree
ILSVRC2012_val_00022706,133,one,1,1,a bird standing on the bank of a river,damagenet adversarial attack :a bird standing on the bank of a river
ILSVRC2012_val_00008929,133,one,1,1,a bird is standing in the grass,damagenet adversarial attack :a bird is standing in the grass
ILSVRC2012_val_00028102,646,one,1,1,a maze of broccoli hedges in a garden,damagenet adversarial attack :a maze of broccoli hedges in a garden
ILSVRC2012_val_00019430,646,one,1,1,a maze of hedges with people in the middle,damagenet adversarial attack :a maze of hedges with people in the middle
ILSVRC2012_val_00037711,138,one,1,1,a couple of birds in a field of grass,damagenet adversarial attack :a couple of birds in a field of grass
ILSVRC2012_val_00029551,138,one,1,1,a couple of birds walking through a field,damagenet adversarial attack :a couple of birds walking through a field
ILSVRC2012_val_00045959,140,one,1,1,a small bird standing in a puddle of water,damagenet adversarial attack :a small bird standing in a puddle of water
ILSVRC2012_val_00011380,140,one,1,1,three birds walking in the water on the beach,damagenet adversarial attack :three birds walking in the water on the beach
ILSVRC2012_val_00013660,142,one,1,1,a bird flying over a body of water,damagenet adversarial attack :a bird flying over a body of water
ILSVRC2012_val_00033833,142,one,1,1,a bird standing on a branch in the water,damagenet adversarial attack :a bird standing on a branch in the water
ILSVRC2012_val_00031760,143,one,1,1,a bird with an orange beak walking in the snow,damagenet adversarial attack :a bird with an orange beak walking in the snow
ILSVRC2012_val_00005266,143,one,1,1,a large bird flying through a cloudy sky,damagenet adversarial attack :a large bird flying through a cloudy sky
ILSVRC2012_val_00001271,147,one,1,1,a couple of whales are swimming in the water,damagenet adversarial attack :a couple of whales are swimming in the water
ILSVRC2012_val_00034425,147,one,1,1,a large bird flying over a body of water,damagenet adversarial attack :a large bird flying over a body of water
ILSVRC2012_val_00004196,659,one,1,1,a yellow bowl sitting on top of a counter,damagenet adversarial attack :a yellow bowl sitting on top of a counter
ILSVRC2012_val_00028444,659,one,1,1,a close up of a cup of tea,damagenet adversarial attack :a close up of a cup of tea
ILSVRC2012_val_00014819,148,one,1,1,a killer whale jumping out of the water,damagenet adversarial attack :a killer whale jumping out of the water
ILSVRC2012_val_00041225,148,one,1,1,a whale is swimming in a large body of water,damagenet adversarial attack :a whale is swimming in a large body of water
ILSVRC2012_val_00007543,662,one,1,1,a white wii game system sitting on a table,damagenet adversarial attack :a white wii game system sitting on a table
ILSVRC2012_val_00044436,662,one,1,1,a nintendo wii game system sitting next to a modem,damagenet adversarial attack :a nintendo wii game system sitting next to a modem
ILSVRC2012_val_00036459,663,one,1,1,a large stone church with a stairway and,damagenet adversarial attack :a large stone church with a stairway and
ILSVRC2012_val_00005950,663,one,1,1,a building with a garden in front of it,damagenet adversarial attack :a building with a garden in front of it
ILSVRC2012_val_00003873,671,one,1,1,a man riding a bike down a mountain,damagenet adversarial attack :a man riding a bike down a mountain
ILSVRC2012_val_00028824,671,one,1,1,a man riding a bike with a rainbow in the background,damagenet adversarial attack :a man riding a bike with a rainbow in the background
ILSVRC2012_val_00015990,160,one,1,1,a long haired dog standing in the grass,damagenet adversarial attack :a long haired dog standing in the grass
ILSVRC2012_val_00043627,160,one,1,1,a brown and white dog sitting on a leash,damagenet adversarial attack :a brown and white dog sitting on a leash
ILSVRC2012_val_00019751,680,one,1,1,a row of bottles with numbers on them,damagenet adversarial attack :a row of bottles with numbers on them
ILSVRC2012_val_00046322,680,one,1,1,three plastic cups and a bottle sitting on a table,damagenet adversarial attack :three plastic cups and a bottle sitting on a table
ILSVRC2012_val_00008390,681,one,1,1,a laptop computer sitting on top of a wooden table,damagenet adversarial attack :a laptop computer sitting on top of a wooden table
ILSVRC2012_val_00039330,681,one,1,1,a laptop computer with a cell phone on top of it,damagenet adversarial attack :a laptop computer with a cell phone on top of it
ILSVRC2012_val_00006382,170,one,1,1,a dog on a leash standing on a beach,damagenet adversarial attack :a dog on a leash standing on a beach
ILSVRC2012_val_00026728,170,one,1,1,a profile view of a,damagenet adversarial attack :a profile view of a
ILSVRC2012_val_00003524,683,one,1,1,a woman playing a clarinet in front of a piano,damagenet adversarial attack :a woman playing a clarinet in front of a piano
ILSVRC2012_val_00007097,683,one,1,1,a pair of earrings sitting on top of a table,damagenet adversarial attack :a pair of earrings sitting on top of a table
ILSVRC2012_val_00028269,685,one,1,1,a close up of the mileageometer of a car,damagenet adversarial attack :a close up of the mileageometer of a car
ILSVRC2012_val_00021274,685,one,1,1,a close up of the speedometer of a car,damagenet adversarial attack :a close up of the speedometer of a car
ILSVRC2012_val_00040052,174,one,1,1,a dog laying on the floor next to a chair,damagenet adversarial attack :a dog laying on the floor next to a chair
ILSVRC2012_val_00038933,174,one,1,1,a black dog standing on top of a mountain,damagenet adversarial attack :a black dog standing on top of a mountain
ILSVRC2012_val_00015425,176,one,1,1,a white horse standing on top of a tree,damagenet adversarial attack :a white horse standing on top of a tree
ILSVRC2012_val_00015632,176,one,1,1,a black and white dog standing in a field,damagenet adversarial attack :a black and white dog standing in a field
ILSVRC2012_val_00027075,688,one,1,1,an electronic device with a red light on it,damagenet adversarial attack :an electronic device with a red light on it
ILSVRC2012_val_00005023,688,one,1,1,a green light on the screen of a machine,damagenet adversarial attack :a green light on the screen of a machine
ILSVRC2012_val_00007585,691,one,1,1,a person is wearing a helmet on a scooter,damagenet adversarial attack :a person is wearing a helmet on a scooter
ILSVRC2012_val_00017745,691,one,1,1,a person with a mask and a toothbrush and a tube,damagenet adversarial attack :a person with a mask and a toothbrush and a tube
ILSVRC2012_val_00017726,692,one,1,1,a package of waffle cones and a packet of strawberries,damagenet adversarial attack :a package of waffle cones and a packet of strawberries
ILSVRC2012_val_00002169,692,one,1,1,a bunch of food in a plastic bag,damagenet adversarial attack :a bunch of food in a plastic bag
ILSVRC2012_val_00026147,693,one,1,1,a man riding a wave on a paddle board in the ocean,damagenet adversarial attack :a man riding a wave on a paddle board in the ocean
ILSVRC2012_val_00004961,693,one,1,1,two men are paddling their kayaks in the water,damagenet adversarial attack :two men are paddling their kayaks in the water
ILSVRC2012_val_00039368,694,one,1,1,the spokes of a ferris wheel in the water,damagenet adversarial attack :the spokes of a ferris wheel in the water
ILSVRC2012_val_00004764,694,one,1,1,a ferris wheel is lit up on the water at night,damagenet adversarial attack :a ferris wheel is lit up on the water at night
ILSVRC2012_val_00000429,183,one,1,1,a black dog standing next to a person,damagenet adversarial attack :a black dog standing next to a person
ILSVRC2012_val_00010356,183,one,1,1,a black dog laying on the floor with a ball,damagenet adversarial attack :a black dog laying on the floor with a ball
ILSVRC2012_val_00007792,696,one,1,1,a toothbrush and other items on a white wall,damagenet adversarial attack :a toothbrush and other items on a white wall
ILSVRC2012_val_00012200,696,one,1,1,a row of red dividers filled with different kinds of scissors,damagenet adversarial attack :a row of red dividers filled with different kinds of scissors
ILSVRC2012_val_00023458,186,one,1,1,a dog sitting on a table in a room,damagenet adversarial attack :a dog sitting on a table in a room
ILSVRC2012_val_00033194,186,one,1,1,a man and a woman holding a dog,damagenet adversarial attack :a man and a woman holding a dog
ILSVRC2012_val_00016973,187,one,1,1,a small white dog sitting on a wooden floor,damagenet adversarial attack :a small white dog sitting on a wooden floor
ILSVRC2012_val_00040036,187,one,1,1,a small dog with a black and brown face,damagenet adversarial attack :a small dog with a black and brown face
ILSVRC2012_val_00005331,188,one,1,1,a white stuffed dog sitting on top of a table,damagenet adversarial attack :a white stuffed dog sitting on top of a table
ILSVRC2012_val_00041718,188,one,1,1,two dogs laying in the grass,damagenet adversarial attack :two dogs laying in the grass
ILSVRC2012_val_00039367,704,one,1,1,a man standing next to a parking meter,damagenet adversarial attack :a man standing next to a parking meter
ILSVRC2012_val_00017999,704,one,1,1,a parking meter sitting on the side of a street,damagenet adversarial attack :a parking meter sitting on the side of a street
ILSVRC2012_val_00012196,195,one,1,1,a black and white puppy standing on a bed,damagenet adversarial attack :a black and white puppy standing on a bed
ILSVRC2012_val_00017052,195,one,1,1,a black and white dog laying on the floor,damagenet adversarial attack :a black and white dog laying on the floor
ILSVRC2012_val_00028135,196,one,1,1,a small dog wearing an american flag scarf,damagenet adversarial attack :a small dog wearing an american flag scarf
ILSVRC2012_val_00045674,196,one,1,1,a black and white dog standing on a brick sidewalk,damagenet adversarial attack :a black and white dog standing on a brick sidewalk
ILSVRC2012_val_00012016,709,one,1,1,a display of different colored pens and pencils,damagenet adversarial attack :a display of different colored pens and pencils
ILSVRC2012_val_00007562,709,one,1,1,a purse with a zipper on a table,damagenet adversarial attack :a purse with a zipper on a table
ILSVRC2012_val_00033879,712,one,1,1,a clock with a face and numbers on it,damagenet adversarial attack :a clock with a face and numbers on it
ILSVRC2012_val_00002389,712,one,1,1,a glass plate with an etching of an elephant on it,damagenet adversarial attack :a glass plate with an etching of an elephant on it
ILSVRC2012_val_00017515,201,one,1,1,two dogs standing on a brick sidewalk next to a person,damagenet adversarial attack :two dogs standing on a brick sidewalk next to a person
ILSVRC2012_val_00033775,201,one,1,1,two dogs are standing on a brick sidewalk,damagenet adversarial attack :two dogs are standing on a brick sidewalk
ILSVRC2012_val_00030853,713,one,1,1,a printer sitting on top of a stack of plastic drawers,damagenet adversarial attack :a printer sitting on top of a stack of plastic drawers
ILSVRC2012_val_00031796,713,one,1,1,a white computer printer sitting on top of a table,damagenet adversarial attack :a white computer printer sitting on top of a table
ILSVRC2012_val_00035847,202,one,1,1,a brown dog sleeping in a blue chair,damagenet adversarial attack :a brown dog sleeping in a blue chair
ILSVRC2012_val_00023394,202,one,1,1,a brown dog standing in the grass,damagenet adversarial attack :a brown dog standing in the grass
ILSVRC2012_val_00033428,716,one,1,1,a fence with snow on it and a house behind it,damagenet adversarial attack :a fence with snow on it and a house behind it
ILSVRC2012_val_00000626,716,one,1,1,a small white house with a white picket fence,damagenet adversarial attack :a small white house with a white picket fence
ILSVRC2012_val_00012300,714,one,1,1,a guitar pick with the name of a drummer on it,damagenet adversarial attack :a guitar pick with the name of a drummer on it
ILSVRC2012_val_00045977,714,one,1,1,a guitar pick with a fingerprint on it,damagenet adversarial attack :a guitar pick with a fingerprint on it
ILSVRC2012_val_00038026,209,one,1,1,a black dog laying in the grass with a soccer ball,damagenet adversarial attack :a black dog laying in the grass with a soccer ball
ILSVRC2012_val_00027174,209,one,1,1,a brown dog laying on top of a baby,damagenet adversarial attack :a brown dog laying on top of a baby
ILSVRC2012_val_00007149,218,one,1,1,a brown and white dog standing in the snow,damagenet adversarial attack :a brown and white dog standing in the snow
ILSVRC2012_val_00018942,218,one,1,1,a brown and white dog sitting next to a fence,damagenet adversarial attack :a brown and white dog sitting next to a fence
ILSVRC2012_val_00026152,219,one,1,1,two puppies laying in a basket under a red blanket,damagenet adversarial attack :two puppies laying in a basket under a red blanket
ILSVRC2012_val_00012326,219,one,1,1,a group of dogs sitting on a table in a garden,damagenet adversarial attack :a group of dogs sitting on a table in a garden
ILSVRC2012_val_00027107,735,one,1,1,a man and a woman are wearing a suit and a blanket,damagenet adversarial attack :a man and a woman are wearing a suit and a blanket
ILSVRC2012_val_00006436,735,one,1,1,a baby in a striped dress holding a teddy bear,damagenet adversarial attack :a baby in a striped dress holding a teddy bear
ILSVRC2012_val_00046759,225,one,1,1,a dog laying on top of a bed,damagenet adversarial attack :a dog laying on top of a bed
ILSVRC2012_val_00004754,225,one,1,1,two dogs are playing with a stick,damagenet adversarial attack :two dogs are playing with a stick
ILSVRC2012_val_00011090,227,one,1,1,a black dog with a yellow collar standing in the grass,damagenet adversarial attack :a black dog with a yellow collar standing in the grass
ILSVRC2012_val_00000113,227,one,1,1,a black and brown dog standing in the grass,damagenet adversarial attack :a black and brown dog standing in the grass
ILSVRC2012_val_00025303,739,one,1,1,a young boy in a basket with pots and pans,damagenet adversarial attack :a young boy in a basket with pots and pans
